                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer1_Paddle_46  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator 46  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 345*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    46   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 1 paddle manual 46 
CND_Layer1_Paddle_47  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator 47  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 345*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    47   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 1 paddle manual 47 
CND_Layer1_Paddle_48  |                 cnd  |Central Neutron Detector, Layer 1, Scintillator 48  |                               0*cm 0*cm -6.242*cm  |                     0*deg 0*deg 360*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    48   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 1 paddle manual 48 
 CND_Layer2_Paddle_1  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 1  |                               0*cm 0*cm -3.728*cm  |                       0*deg 0*deg 0*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 1 
 CND_Layer2_Paddle_2  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 2  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 15*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |     2   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 2 
 CND_Layer2_Paddle_3  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 3  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 15*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |     3   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 3 
 CND_Layer2_Paddle_4  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 4  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 30*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |     4   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 4 
 CND_Layer2_Paddle_5  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 5  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 30*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |     5   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 5 
 CND_Layer2_Paddle_6  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 6  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 45*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |     6   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 6 
 CND_Layer2_Paddle_7  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 7  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 45*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |     7   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 7 
 CND_Layer2_Paddle_8  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 8  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 60*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |     8   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 8 
 CND_Layer2_Paddle_9  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 9  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 60*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |     9   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |          layer manual 2 paddle manual 9 
CND_Layer2_Paddle_10  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 10  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 75*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    10   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 10 
CND_Layer2_Paddle_11  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 11  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 75*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    11   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 11 
CND_Layer2_Paddle_12  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 12  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 90*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    12   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 12 
CND_Layer2_Paddle_13  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 13  |                               0*cm 0*cm -3.728*cm  |                      0*deg 0*deg 90*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    13   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 13 
CND_Layer2_Paddle_14  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 14  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 105*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    14   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 14 
CND_Layer2_Paddle_15  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 15  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 105*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    15   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 15 
CND_Layer2_Paddle_16  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 16  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 120*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    16   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 16 
CND_Layer2_Paddle_17  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 17  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 120*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    17   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 17 
CND_Layer2_Paddle_18  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 18  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 135*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    18   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 18 
CND_Layer2_Paddle_19  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 19  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 135*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    19   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 19 
CND_Layer2_Paddle_20  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 20  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 150*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    20   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 20 
CND_Layer2_Paddle_21  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 21  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 150*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    21   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 21 
CND_Layer2_Paddle_22  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 22  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 165*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    22   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 22 
CND_Layer2_Paddle_23  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 23  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 165*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 23 
CND_Layer2_Paddle_24  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 24  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 180*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 24 
CND_Layer2_Paddle_25  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 25  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 180*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    25   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 25 
CND_Layer2_Paddle_26  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 26  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 195*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    26   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 26 
CND_Layer2_Paddle_27  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 27  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 195*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    27   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 27 
CND_Layer2_Paddle_28  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator 28  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 210*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    28   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |         layer manual 2 paddle manual 28 
